model,hardware,tp,batch_size,prompt_size,prompt_time,layer_time,Matmul,BatchedMatmul,Softmax,LayerNorm,GeLU,AllReduce,Others
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,32,0.15951,0.0022787,0.001441,5.8978e-05,1.0289e-05,0.00023447,5.9479e-05,0.00031316,0.00016129
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,64,0.31066,0.004438,0.002854,8.0743e-05,2.2278e-05,0.0004471,0.00011573,0.00059562,0.00032257
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,128,0.58235,0.0083193,0.0052152,0.00013766,5.9752e-05,0.00087878,0.00022222,0.0011605,0.00064515
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,32,4096,18.504,0.26434,0.11937,0.027297,0.044425,0.022222,0.0055578,0.028954,0.016516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,32,5120,24.716,0.35309,0.14904,0.043076,0.06941,0.027785,0.0069458,0.036185,0.020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,32,6144,31.503,0.45005,0.17871,0.061529,0.09995,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,32,7168,38.909,0.55585,0.20838,0.083274,0.13604,0.038881,0.0097221,0.050647,0.028903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,256,1.1356,0.016223,0.0099493,0.00028512,0.0002225,0.0017464,0.00043902,0.0022904,0.0012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,384,1.6973,0.024247,0.014591,0.00053268,0.00049408,0.0026154,0.00065875,0.0034202,0.0019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,512,2.2657,0.032366,0.019224,0.00077883,0.00087312,0.0034869,0.00087285,0.00455,0.0025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,768,3.4457,0.049224,0.028496,0.001564,0.0019579,0.0052167,0.0013083,0.0068097,0.0038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,1024,4.6673,0.066676,0.037769,0.0025083,0.0034758,0.0069521,0.0017403,0.0090693,0.0051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,1536,7.2661,0.1038,0.056314,0.0053123,0.0078143,0.010422,0.002608,0.013589,0.0077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,2048,10.044,0.14348,0.074859,0.0089278,0.013887,0.013903,0.0034755,0.018108,0.010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,3072,16.234,0.23192,0.11195,0.020054,0.031239,0.020834,0.0052107,0.027147,0.015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,1,0.049298,0.00070425,0.0005829,3.6961e-05,6.0208e-06,2.3114e-05,7.9217e-06,4.1293e-05,6.0482e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,2,0.053032,0.0007576,0.00060175,4.2369e-05,6.0568e-06,3.2966e-05,1.0479e-05,5.1885e-05,1.2096e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,4096,23.117,0.33024,0.14904,0.034112,0.05553,0.027785,0.0069458,0.036185,0.020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,40,5120,30.881,0.44115,0.18613,0.053837,0.086761,0.034715,0.008681,0.045224,0.025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,4,0.059635,0.00085193,0.00063739,4.347e-05,6.1519e-06,5.2246e-05,1.5407e-05,7.3069e-05,2.4193e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,8,0.07277,0.0010396,0.00072222,4.5949e-05,6.4372e-06,7.6342e-05,2.4793e-05,0.00011544,4.8386e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,16,0.10474,0.0014962,0.00095355,5.1136e-05,7.3858e-06,0.00014942,3.7797e-05,0.00020018,9.6772e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,32,0.18531,0.0026473,0.001659,6.3713e-05,1.1221e-05,0.00027699,7.3133e-05,0.00036965,0.00019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,64,0.36556,0.0052223,0.0033419,8.9831e-05,2.5766e-05,0.00053215,0.00013703,0.0007086,0.00038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,128,0.69104,0.009872,0.006162,0.00015813,7.3406e-05,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,256,1.3532,0.019332,0.011821,0.00033508,0.00026583,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,384,2.0254,0.028934,0.01737,0.00063216,0.00059107,0.0031345,0.00078654,0.0040981,0.0023225
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,512,2.7076,0.038679,0.022933,0.00092754,0.0010466,0.0041756,0.0010463,0.0054539,0.0030967
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,768,4.1239,0.058913,0.03406,0.0018698,0.0023479,0.0062579,0.0015669,0.0081655,0.004645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,1024,5.5902,0.07986,0.045187,0.0030028,0.0041726,0.0083401,0.0020874,0.010877,0.0061934
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,1536,8.7085,0.12441,0.067441,0.0063678,0.0093753,0.012505,0.003129,0.0163,0.0092901
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,2,0.055328,0.00079041,0.00061383,4.4725e-05,6.0623e-06,3.8655e-05,1.2059e-05,5.8947e-05,1.6129e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,4,0.064045,0.00091493,0.00066063,4.6194e-05,6.1967e-06,6.4367e-05,1.8096e-05,8.7192e-05,3.2257e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,8,0.082335,0.0011762,0.0007745,4.9499e-05,6.5935e-06,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,16,0.12977,0.0018539,0.0011601,5.6415e-05,7.8656e-06,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,1,0.050369,0.00071955,0.00058892,3.7162e-05,6.0219e-06,2.5802e-05,8.7556e-06,4.4824e-05,8.0643e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,2048,12.041,0.17202,0.089695,0.010706,0.016663,0.016669,0.0041724,0.021723,0.012387
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,3072,19.47,0.27815,0.1342,0.024058,0.037485,0.025,0.0062518,0.03257,0.01858
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,48,4096,27.729,0.39613,0.17871,0.040927,0.066635,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,32,0.23728,0.0033898,0.0021063,7.3184e-05,1.3055e-05,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,64,0.4716,0.0067372,0.0042619,0.00010801,3.1648e-05,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,128,0.9085,0.012979,0.0080581,0.00019908,9.4704e-05,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,256,1.7851,0.025502,0.015515,0.00043501,0.00035256,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,384,2.6826,0.038323,0.022933,0.00083111,0.00078689,0.0041756,0.0010463,0.0054539,0.0030967
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,512,3.5926,0.051324,0.030351,0.0012249,0.0013937,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,768,5.4807,0.078295,0.045187,0.0024812,0.0031292,0.0083401,0.0020874,0.010877,0.0061934
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,1024,7.4356,0.10622,0.060023,0.003992,0.005558,0.011119,0.0027815,0.014493,0.0082579
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,2,0.057617,0.0008231,0.00062633,4.7081e-05,6.0918e-06,4.4032e-05,1.3404e-05,6.6008e-05,2.0161e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,4,0.068726,0.0009818,0.00069381,4.8917e-05,6.2426e-06,6.9743e-05,2.1445e-05,0.00010132,4.0322e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,8,0.092141,0.0013163,0.00085103,5.3049e-05,6.7257e-06,0.00011971,3.3223e-05,0.00017193,8.0643e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,16,0.15956,0.0022794,0.001441,6.1693e-05,8.329e-06,0.00023447,5.9479e-05,0.00031316,0.00016129
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,1,0.051495,0.00073565,0.00059575,3.7363e-05,6.0241e-06,2.8491e-05,9.5873e-06,4.8354e-05,1.008e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,1536,11.594,0.16562,0.089695,0.0084786,0.012499,0.016669,0.0041724,0.021723,0.012387
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,2048,16.037,0.2291,0.11937,0.014263,0.022215,0.022222,0.0055578,0.028954,0.016516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,64,3072,25.943,0.37061,0.17871,0.032065,0.049978,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,1,0.052698,0.00075283,0.00060175,3.7605e-05,6.0492e-06,3.2966e-05,1.0479e-05,5.1885e-05,1.2096e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,2,0.060051,0.00085786,0.00063739,4.9438e-05,6.1202e-06,5.2246e-05,1.5407e-05,7.3069e-05,2.4193e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,1536,14.478,0.20683,0.11195,0.010589,0.015622,0.020834,0.0052107,0.027147,0.015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,2048,20.033,0.28619,0.14904,0.01782,0.027768,0.027785,0.0069458,0.036185,0.020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,384,3.3399,0.047713,0.028496,0.0010301,0.00098154,0.0052167,0.0013083,0.0068097,0.0038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,512,4.4768,0.063955,0.037769,0.0015224,0.0017406,0.0069521,0.0017403,0.0090693,0.0051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,768,6.8374,0.097677,0.056314,0.0030927,0.0039096,0.010422,0.002608,0.013589,0.0077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,1024,9.2817,0.1326,0.074859,0.0049812,0.0069461,0.013903,0.0034755,0.018108,0.010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,32,0.31026,0.0044323,0.002854,8.2655e-05,1.4656e-05,0.0004471,0.00011573,0.00059562,0.00032257
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,64,0.57977,0.0082824,0.0052152,0.00012619,3.4336e-05,0.00087878,0.00022222,0.0011605,0.00064515
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,128,1.125,0.016071,0.0099493,0.00024002,0.000116,0.0017464,0.00043902,0.0022904,0.0012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,80,256,2.2182,0.031689,0.019224,0.00053494,0.00043929,0.0034869,0.00087285,0.00455,0.0025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,4,0.073159,0.0010451,0.00072222,5.1641e-05,6.3115e-06,7.6342e-05,2.4793e-05,0.00011544,4.8386e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,8,0.10508,0.0015012,0.00095355,5.6598e-05,6.882e-06,0.00014942,3.7797e-05,0.00020018,9.6772e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,16,0.18537,0.0026482,0.001659,6.6972e-05,8.8667e-06,0.00027699,7.3133e-05,0.00036965,0.00019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,32,0.36512,0.005216,0.0033419,9.2126e-05,1.7149e-05,0.00053215,0.00013703,0.0007086,0.00038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,512,5.3615,0.076592,0.045187,0.0018198,0.0020877,0.0083401,0.0020874,0.010877,0.0061934
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,768,8.1942,0.11706,0.067441,0.0037042,0.0046904,0.012505,0.003129,0.0163,0.0092901
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,1024,11.127,0.15895,0.089695,0.0059704,0.0083358,0.016669,0.0041724,0.021723,0.012387
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,1536,17.363,0.24805,0.1342,0.0127,0.018745,0.025,0.0062518,0.03257,0.01858
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,64,0.6876,0.0098229,0.006162,0.00014436,3.807e-05,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,128,1.3405,0.019149,0.011821,0.00028097,0.0001373,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,256,2.6506,0.037866,0.022933,0.00063487,0.00052602,0.0041756,0.0010463,0.0054539,0.0030967
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,384,3.9971,0.057101,0.03406,0.001229,0.0011767,0.0062579,0.0015669,0.0081655,0.004645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,1,0.054858,0.00078369,0.00061383,3.8022e-05,6.0514e-06,3.8655e-05,1.2059e-05,5.8947e-05,1.6129e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,2,0.064599,0.00092285,0.00066063,5.415e-05,6.1552e-06,6.4367e-05,1.8096e-05,8.7192e-05,3.2257e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,4,0.082854,0.0011836,0.0007745,5.7088e-05,6.4251e-06,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,96,2048,24.029,0.34327,0.17871,0.021377,0.03332,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,8,0.13024,0.0018605,0.0011601,6.3698e-05,7.1935e-06,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,16,0.23737,0.003391,0.0021063,7.753e-05,9.9159e-06,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,32,0.47099,0.0067284,0.0042619,0.00011107,1.9838e-05,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,64,0.90429,0.012918,0.0080581,0.00018072,5.2946e-05,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,128,1.768,0.025257,0.015515,0.00036285,0.0001799,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,256,3.5169,0.050241,0.030351,0.00083472,0.00070162,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,384,5.3115,0.075879,0.045187,0.0016269,0.0015672,0.0083401,0.0020874,0.010877,0.0061934
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,512,7.1309,0.10187,0.060023,0.0024146,0.0027817,0.011119,0.0027815,0.014493,0.0082579
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,32,0.90336,0.012905,0.0080581,0.00018684,3.3564e-05,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,64,1.7595,0.025136,0.015515,0.00032613,9.5544e-05,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,128,3.4824,0.049748,0.030351,0.00069041,0.00035256,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,256,6.9791,0.099701,0.060023,0.0016341,0.0013937,0.011119,0.0027815,0.014493,0.0082579
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,2,0.083962,0.0011995,0.0007745,7.3001e-05,6.341e-06,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,4,0.13127,0.0018754,0.0011601,7.8876e-05,6.8579e-06,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,8,0.23828,0.003404,0.0021063,9.2096e-05,8.3945e-06,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,16,0.4712,0.0067314,0.0042619,0.00011976,1.4134e-05,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,1,0.06359,0.00090843,0.00066063,3.9754e-05,6.1344e-06,6.4367e-05,1.8096e-05,8.7192e-05,3.2257e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,768,10.908,0.15583,0.089695,0.0049272,0.0062521,0.016669,0.0041724,0.021723,0.012387
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,1024,14.817,0.21168,0.11937,0.0079487,0.01111,0.022222,0.0055578,0.028954,0.016516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,1536,23.134,0.33048,0.17871,0.016922,0.024992,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,2,0.13349,0.001907,0.0011601,0.0001107,6.6896e-06,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,4,0.24036,0.0034337,0.0021063,0.00012245,7.7224e-06,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,8,0.47302,0.0067574,0.0042619,0.00014889,1.0997e-05,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,16,0.90378,0.012911,0.0080581,0.00020422,2.2146e-05,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,32,1.7575,0.025108,0.015515,0.00033837,5.4863e-05,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,64,3.4652,0.049503,0.030351,0.00061697,0.00018074,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,128,6.9104,0.09872,0.060023,0.0013455,0.00070162,0.011119,0.0027815,0.014493,0.0082579
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,256,13.904,0.19863,0.11937,0.003233,0.0027817,0.022222,0.0055578,0.028954,0.016516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,1,0.081875,0.0011696,0.0007745,4.3216e-05,6.2995e-06,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,384,10.57,0.15099,0.089695,0.0032185,0.0031293,0.016669,0.0041724,0.021723,0.012387
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,512,14.208,0.20297,0.11937,0.0047939,0.005558,0.022222,0.0055578,0.028954,0.016516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,768,21.762,0.31089,0.17871,0.0098191,0.012499,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,8,0.90745,0.012964,0.0080581,0.00026248,1.6296e-05,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,16,1.7588,0.025126,0.015515,0.00037314,3.818e-05,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,32,3.4611,0.049444,0.030351,0.00064145,9.746e-05,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,64,6.8757,0.098224,0.060023,0.0011986,0.00035256,0.011119,0.0027815,0.014493,0.0082579
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,1,0.12924,0.0018464,0.0011601,5.013e-05,6.6055e-06,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,2,0.24479,0.003497,0.0021063,0.0001861,7.3869e-06,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,4,0.47716,0.0068166,0.0042619,0.0002096,9.4765e-06,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,384,21.086,0.30122,0.17871,0.0064018,0.0062521,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,128,13.767,0.19667,0.11937,0.0026557,0.0013937,0.022222,0.0055578,0.028954,0.016516
